timestamp,people_count,queue_length,_synthetic
2026-08-14T18:35:00,70,4,SYNTHETIC DEMO DATA
2026-08-14T18:40:00,76,4,SYNTHETIC DEMO DATA
2026-08-14T18:45:00,77,8,SYNTHETIC DEMO DATA
2026-08-14T18:50:00,75,6,SYNTHETIC DEMO DATA
2026-08-14T18:55:00,76,10,SYNTHETIC DEMO DATA
2026-08-14T19:00:00,65,4,SYNTHETIC DEMO DATA
2026-08-14T19:05:00,63,4,SYNTHETIC DEMO DATA
2026-08-14T19:10:00,66,8,SYNTHETIC DEMO DATA
2026-08-14T19:15:00,65,7,SYNTHETIC DEMO DATA
2026-08-14T19:20:00,60,8,SYNTHETIC DEMO DATA
2026-08-14T19:25:00,57,7,SYNTHETIC DEMO DATA
2026-08-14T19:30:00,53,3,SYNTHETIC DEMO DATA
2026-08-14T19:35:00,59,7,SYNTHETIC DEMO DATA
2026-08-14T19:40:00,62,8,SYNTHETIC DEMO DATA
2026-08-14T19:45:00,48,6,SYNTHETIC DEMO DATA
2026-08-14T19:50:00,47,7,SYNTHETIC DEMO DATA
2026-08-14T19:55:00,47,3,SYNTHETIC DEMO DATA
2026-08-14T20:00:00,45,3,SYNTHETIC DEMO DATA
2026-08-14T20:05:00,46,5,SYNTHETIC DEMO DATA
2026-08-14T20:10:00,44,5,SYNTHETIC DEMO DATA
2026-08-14T20:15:00,38,4,SYNTHETIC DEMO DATA
2026-08-14T20:20:00,31,3,SYNTHETIC DEMO DATA
2026-08-14T20:25:00,38,3,SYNTHETIC DEMO DATA
2026-08-14T20:30:00,29,2,SYNTHETIC DEMO DATA
2026-08-14T20:35:00,32,2,SYNTHETIC DEMO DATA
2026-08-14T20:40:00,31,4,SYNTHETIC DEMO DATA
2026-08-14T20:45:00,26,1,SYNTHETIC DEMO DATA
2026-08-14T20:50:00,24,3,SYNTHETIC DEMO DATA
2026-08-14T20:55:00,23,2,SYNTHETIC DEMO DATA
2026-08-14T21:00:00,20,1,SYNTHETIC DEMO DATA
2026-08-14T21:05:00,22,2,SYNTHETIC DEMO DATA
2026-08-14T21:10:00,21,1,SYNTHETIC DEMO DATA
2026-08-14T21:15:00,20,1,SYNTHETIC DEMO DATA
2026-08-14T21:20:00,20,2,SYNTHETIC DEMO DATA
2026-08-14T21:25:00,21,2,SYNTHETIC DEMO DATA
2026-08-14T21:30:00,19,3,SYNTHETIC DEMO DATA
2026-08-14T21:35:00,20,2,SYNTHETIC DEMO DATA
2026-08-14T21:40:00,23,2,SYNTHETIC DEMO DATA
2026-08-14T21:45:00,21,1,SYNTHETIC DEMO DATA
2026-08-14T21:50:00,20,2,SYNTHETIC DEMO DATA
2026-08-14T21:55:00,21,1,SYNTHETIC DEMO DATA
2026-08-15T08:00:00,14,1,SYNTHETIC DEMO DATA
2026-08-15T08:05:00,15,1,SYNTHETIC DEMO DATA
2026-08-15T08:10:00,17,2,SYNTHETIC DEMO DATA
2026-08-15T08:15:00,16,2,SYNTHETIC DEMO DATA
2026-08-15T08:20:00,17,1,SYNTHETIC DEMO DATA
2026-08-15T08:25:00,20,2,SYNTHETIC DEMO DATA
2026-08-15T08:30:00,19,1,SYNTHETIC DEMO DATA
2026-08-15T08:35:00,20,3,SYNTHETIC DEMO DATA
2026-08-15T08:40:00,19,1,SYNTHETIC DEMO DATA
2026-08-15T08:45:00,21,1,SYNTHETIC DEMO DATA
2026-08-15T08:50:00,24,3,SYNTHETIC DEMO DATA
2026-08-15T08:55:00,27,2,SYNTHETIC DEMO DATA
2026-08-15T09:00:00,24,4,SYNTHETIC DEMO DATA
2026-08-15T09:05:00,25,3,SYNTHETIC DEMO DATA
2026-08-15T09:10:00,28,3,SYNTHETIC DEMO DATA
2026-08-15T09:15:00,27,3,SYNTHETIC DEMO DATA
2026-08-15T09:20:00,26,4,SYNTHETIC DEMO DATA
2026-08-15T09:25:00,33,2,SYNTHETIC DEMO DATA
2026-08-15T09:30:00,35,2,SYNTHETIC DEMO DATA
2026-08-15T09:35:00,34,3,SYNTHETIC DEMO DATA
2026-08-15T09:40:00,35,3,SYNTHETIC DEMO DATA
2026-08-15T09:45:00,37,4,SYNTHETIC DEMO DATA
2026-08-15T09:50:00,43,5,SYNTHETIC DEMO DATA
2026-08-15T09:55:00,44,5,SYNTHETIC DEMO DATA
2026-08-15T10:00:00,41,5,SYNTHETIC DEMO DATA
2026-08-15T10:05:00,41,6,SYNTHETIC DEMO DATA
2026-08-15T10:10:00,46,5,SYNTHETIC DEMO DATA
2026-08-15T10:15:00,46,5,SYNTHETIC DEMO DATA
2026-08-15T10:20:00,48,4,SYNTHETIC DEMO DATA
2026-08-15T10:25:00,50,3,SYNTHETIC DEMO DATA
2026-08-15T10:30:00,57,4,SYNTHETIC DEMO DATA
2026-08-15T10:35:00,60,5,SYNTHETIC DEMO DATA
2026-08-15T10:40:00,57,5,SYNTHETIC DEMO DATA
2026-08-15T10:45:00,61,8,SYNTHETIC DEMO DATA
2026-08-15T10:50:00,64,3,SYNTHETIC DEMO DATA
2026-08-15T10:55:00,60,4,SYNTHETIC DEMO DATA
2026-08-15T11:00:00,61,6,SYNTHETIC DEMO DATA
2026-08-15T11:05:00,69,3,SYNTHETIC DEMO DATA
2026-08-15T11:10:00,64,7,SYNTHETIC DEMO DATA
2026-08-15T11:15:00,67,7,SYNTHETIC DEMO DATA
2026-08-15T11:20:00,63,8,SYNTHETIC DEMO DATA
2026-08-15T11:25:00,76,11,SYNTHETIC DEMO DATA
2026-08-15T11:30:00,79,11,SYNTHETIC DEMO DATA
2026-08-15T11:35:00,77,11,SYNTHETIC DEMO DATA
2026-08-15T11:40:00,87,7,SYNTHETIC DEMO DATA
2026-08-15T11:45:00,81,9,SYNTHETIC DEMO DATA
2026-08-15T11:50:00,86,10,SYNTHETIC DEMO DATA
2026-08-15T11:55:00,88,7,SYNTHETIC DEMO DATA
2026-08-15T12:00:00,96,11,SYNTHETIC DEMO DATA
2026-08-15T12:05:00,96,14,SYNTHETIC DEMO DATA
2026-08-15T12:10:00,103,7,SYNTHETIC DEMO DATA
2026-08-15T12:15:00,93,10,SYNTHETIC DEMO DATA
2026-08-15T12:20:00,100,15,SYNTHETIC DEMO DATA
2026-08-15T12:25:00,102,10,SYNTHETIC DEMO DATA
2026-08-15T12:30:00,94,8,SYNTHETIC DEMO DATA
2026-08-15T12:35:00,99,10,SYNTHETIC DEMO DATA
2026-08-15T12:40:00,97,7,SYNTHETIC DEMO DATA
2026-08-15T12:45:00,94,12,SYNTHETIC DEMO DATA
2026-08-15T12:50:00,92,13,SYNTHETIC DEMO DATA
2026-08-15T12:55:00,97,5,SYNTHETIC DEMO DATA
2026-08-15T13:00:00,112,12,SYNTHETIC DEMO DATA
2026-08-15T13:05:00,94,6,SYNTHETIC DEMO DATA
2026-08-15T13:10:00,97,6,SYNTHETIC DEMO DATA
2026-08-15T13:15:00,106,10,SYNTHETIC DEMO DATA
2026-08-15T13:20:00,108,7,SYNTHETIC DEMO DATA
2026-08-15T13:25:00,89,5,SYNTHETIC DEMO DATA
2026-08-15T13:30:00,99,10,SYNTHETIC DEMO DATA
2026-08-15T13:35:00,82,6,SYNTHETIC DEMO DATA
2026-08-15T13:40:00,91,11,SYNTHETIC DEMO DATA
2026-08-15T13:45:00,92,14,SYNTHETIC DEMO DATA
2026-08-15T13:50:00,85,7,SYNTHETIC DEMO DATA
2026-08-15T13:55:00,77,5,SYNTHETIC DEMO DATA
2026-08-15T14:00:00,81,9,SYNTHETIC DEMO DATA
2026-08-15T14:05:00,80,11,SYNTHETIC DEMO DATA
2026-08-15T14:10:00,76,7,SYNTHETIC DEMO DATA
2026-08-15T14:15:00,77,10,SYNTHETIC DEMO DATA
2026-08-15T14:20:00,86,6,SYNTHETIC DEMO DATA
2026-08-15T14:25:00,80,9,SYNTHETIC DEMO DATA
2026-08-15T14:30:00,64,7,SYNTHETIC DEMO DATA
2026-08-15T14:35:00,79,7,SYNTHETIC DEMO DATA
2026-08-15T14:40:00,78,6,SYNTHETIC DEMO DATA
2026-08-15T14:45:00,80,7,SYNTHETIC DEMO DATA
2026-08-15T14:50:00,70,10,SYNTHETIC DEMO DATA
2026-08-15T14:55:00,69,10,SYNTHETIC DEMO DATA
2026-08-15T15:00:00,71,6,SYNTHETIC DEMO DATA
2026-08-15T15:05:00,70,7,SYNTHETIC DEMO DATA
2026-08-15T15:10:00,70,7,SYNTHETIC DEMO DATA
2026-08-15T15:15:00,73,5,SYNTHETIC DEMO DATA
2026-08-15T15:20:00,70,6,SYNTHETIC DEMO DATA
2026-08-15T15:25:00,70,10,SYNTHETIC DEMO DATA
2026-08-15T15:30:00,75,4,SYNTHETIC DEMO DATA
2026-08-15T15:35:00,76,9,SYNTHETIC DEMO DATA
2026-08-15T15:40:00,72,10,SYNTHETIC DEMO DATA
2026-08-15T15:45:00,73,9,SYNTHETIC DEMO DATA
2026-08-15T15:50:00,69,8,SYNTHETIC DEMO DATA
2026-08-15T15:55:00,63,4,SYNTHETIC DEMO DATA
2026-08-15T16:00:00,65,7,SYNTHETIC DEMO DATA
2026-08-15T16:05:00,81,12,SYNTHETIC DEMO DATA
2026-08-15T16:10:00,81,12,SYNTHETIC DEMO DATA
2026-08-15T16:15:00,79,4,SYNTHETIC DEMO DATA
2026-08-15T16:20:00,75,9,SYNTHETIC DEMO DATA
2026-08-15T16:25:00,79,6,SYNTHETIC DEMO DATA
2026-08-15T16:30:00,77,7,SYNTHETIC DEMO DATA
2026-08-15T16:35:00,101,9,SYNTHETIC DEMO DATA
2026-08-15T16:40:00,84,7,SYNTHETIC DEMO DATA
2026-08-15T16:45:00,94,7,SYNTHETIC DEMO DATA
2026-08-15T16:50:00,105,8,SYNTHETIC DEMO DATA
2026-08-15T16:55:00,99,7,SYNTHETIC DEMO DATA
2026-08-15T17:00:00,114,11,SYNTHETIC DEMO DATA
2026-08-15T17:05:00,104,8,SYNTHETIC DEMO DATA
2026-08-15T17:10:00,105,11,SYNTHETIC DEMO DATA
2026-08-15T17:15:00,108,9,SYNTHETIC DEMO DATA
2026-08-15T17:20:00,107,6,SYNTHETIC DEMO DATA
2026-08-15T17:25:00,98,12,SYNTHETIC DEMO DATA
2026-08-15T17:30:00,117,8,SYNTHETIC DEMO DATA
2026-08-15T17:35:00,115,17,SYNTHETIC DEMO DATA
2026-08-15T17:40:00,113,6,SYNTHETIC DEMO DATA
2026-08-15T17:45:00,106,7,SYNTHETIC DEMO DATA
2026-08-15T17:50:00,118,10,SYNTHETIC DEMO DATA
2026-08-15T17:55:00,117,6,SYNTHETIC DEMO DATA
2026-08-15T18:00:00,100,11,SYNTHETIC DEMO DATA
2026-08-15T18:05:00,100,15,SYNTHETIC DEMO DATA
2026-08-15T18:10:00,96,12,SYNTHETIC DEMO DATA
2026-08-15T18:15:00,113,7,SYNTHETIC DEMO DATA
2026-08-15T18:20:00,111,10,SYNTHETIC DEMO DATA
2026-08-15T18:25:00,91,11,SYNTHETIC DEMO DATA
2026-08-15T18:30:00,99,13,SYNTHETIC DEMO DATA
2026-08-15T18:35:00,94,10,SYNTHETIC DEMO DATA
2026-08-15T18:40:00,104,11,SYNTHETIC DEMO DATA
2026-08-15T18:45:00,96,14,SYNTHETIC DEMO DATA
2026-08-15T18:50:00,85,6,SYNTHETIC DEMO DATA
2026-08-15T18:55:00,81,12,SYNTHETIC DEMO DATA
2026-08-15T19:00:00,86,12,SYNTHETIC DEMO DATA
2026-08-15T19:05:00,68,5,SYNTHETIC DEMO DATA
2026-08-15T19:10:00,86,7,SYNTHETIC DEMO DATA
2026-08-15T19:15:00,80,11,SYNTHETIC DEMO DATA
2026-08-15T19:20:00,79,10,SYNTHETIC DEMO DATA
2026-08-15T19:25:00,80,5,SYNTHETIC DEMO DATA
2026-08-15T19:30:00,80,11,SYNTHETIC DEMO DATA
2026-08-15T19:35:00,64,5,SYNTHETIC DEMO DATA
2026-08-15T19:40:00,63,6,SYNTHETIC DEMO DATA
2026-08-15T19:45:00,55,7,SYNTHETIC DEMO DATA
2026-08-15T19:50:00,59,3,SYNTHETIC DEMO DATA
2026-08-15T19:55:00,58,3,SYNTHETIC DEMO DATA
2026-08-15T20:00:00,51,3,SYNTHETIC DEMO DATA
2026-08-15T20:05:00,55,4,SYNTHETIC DEMO DATA
2026-08-15T20:10:00,51,7,SYNTHETIC DEMO DATA
2026-08-15T20:15:00,58,6,SYNTHETIC DEMO DATA
2026-08-15T20:20:00,46,6,SYNTHETIC DEMO DATA
2026-08-15T20:25:00,43,4,SYNTHETIC DEMO DATA
2026-08-15T20:30:00,42,5,SYNTHETIC DEMO DATA
2026-08-15T20:35:00,35,5,SYNTHETIC DEMO DATA
2026-08-15T20:40:00,33,2,SYNTHETIC DEMO DATA
2026-08-15T20:45:00,38,6,SYNTHETIC DEMO DATA
2026-08-15T20:50:00,31,3,SYNTHETIC DEMO DATA
2026-08-15T20:55:00,33,4,SYNTHETIC DEMO DATA
2026-08-15T21:00:00,24,3,SYNTHETIC DEMO DATA
2026-08-15T21:05:00,28,2,SYNTHETIC DEMO DATA
2026-08-15T21:10:00,23,2,SYNTHETIC DEMO DATA
2026-08-15T21:15:00,28,3,SYNTHETIC DEMO DATA
2026-08-15T21:20:00,22,3,SYNTHETIC DEMO DATA
2026-08-15T21:25:00,26,2,SYNTHETIC DEMO DATA
2026-08-15T21:30:00,24,4,SYNTHETIC DEMO DATA
2026-08-15T21:35:00,22,3,SYNTHETIC DEMO DATA
2026-08-15T21:40:00,26,3,SYNTHETIC DEMO DATA
2026-08-15T21:45:00,28,3,SYNTHETIC DEMO DATA
2026-08-15T21:50:00,27,2,SYNTHETIC DEMO DATA
2026-08-15T21:55:00,25,3,SYNTHETIC DEMO DATA
2026-08-16T08:00:00,15,1,SYNTHETIC DEMO DATA
2026-08-16T08:05:00,15,2,SYNTHETIC DEMO DATA
2026-08-16T08:10:00,19,3,SYNTHETIC DEMO DATA
2026-08-16T08:15:00,17,2,SYNTHETIC DEMO DATA
2026-08-16T08:20:00,19,2,SYNTHETIC DEMO DATA
2026-08-16T08:25:00,19,3,SYNTHETIC DEMO DATA
2026-08-16T08:30:00,18,1,SYNTHETIC DEMO DATA
2026-08-16T08:35:00,17,2,SYNTHETIC DEMO DATA
2026-08-16T08:40:00,22,2,SYNTHETIC DEMO DATA
2026-08-16T08:45:00,25,2,SYNTHETIC DEMO DATA
2026-08-16T08:50:00,26,2,SYNTHETIC DEMO DATA
2026-08-16T08:55:00,24,2,SYNTHETIC DEMO DATA
2026-08-16T09:00:00,25,3,SYNTHETIC DEMO DATA
2026-08-16T09:05:00,25,3,SYNTHETIC DEMO DATA
2026-08-16T09:10:00,25,2,SYNTHETIC DEMO DATA
2026-08-16T09:15:00,29,3,SYNTHETIC DEMO DATA
2026-08-16T09:20:00,33,5,SYNTHETIC DEMO DATA
2026-08-16T09:25:00,32,4,SYNTHETIC DEMO DATA
2026-08-16T09:30:00,34,4,SYNTHETIC DEMO DATA
2026-08-16T09:35:00,31,4,SYNTHETIC DEMO DATA
2026-08-16T09:40:00,31,4,SYNTHETIC DEMO DATA
2026-08-16T09:45:00,40,3,SYNTHETIC DEMO DATA
2026-08-16T09:50:00,46,4,SYNTHETIC DEMO DATA
2026-08-16T09:55:00,47,4,SYNTHETIC DEMO DATA
2026-08-16T10:00:00,50,7,SYNTHETIC DEMO DATA
2026-08-16T10:05:00,47,3,SYNTHETIC DEMO DATA
2026-08-16T10:10:00,44,6,SYNTHETIC DEMO DATA
2026-08-16T10:15:00,43,5,SYNTHETIC DEMO DATA
2026-08-16T10:20:00,52,5,SYNTHETIC DEMO DATA
2026-08-16T10:25:00,50,6,SYNTHETIC DEMO DATA
2026-08-16T10:30:00,61,6,SYNTHETIC DEMO DATA
2026-08-16T10:35:00,52,5,SYNTHETIC DEMO DATA
2026-08-16T10:40:00,62,5,SYNTHETIC DEMO DATA
2026-08-16T10:45:00,63,5,SYNTHETIC DEMO DATA
2026-08-16T10:50:00,55,4,SYNTHETIC DEMO DATA
2026-08-16T10:55:00,59,7,SYNTHETIC DEMO DATA
2026-08-16T11:00:00,63,3,SYNTHETIC DEMO DATA
2026-08-16T11:05:00,65,5,SYNTHETIC DEMO DATA
2026-08-16T11:10:00,61,9,SYNTHETIC DEMO DATA
2026-08-16T11:15:00,66,9,SYNTHETIC DEMO DATA
2026-08-16T11:20:00,81,6,SYNTHETIC DEMO DATA
2026-08-16T11:25:00,72,6,SYNTHETIC DEMO DATA
2026-08-16T11:30:00,65,8,SYNTHETIC DEMO DATA
2026-08-16T11:35:00,84,12,SYNTHETIC DEMO DATA
2026-08-16T11:40:00,82,12,SYNTHETIC DEMO DATA
2026-08-16T11:45:00,89,8,SYNTHETIC DEMO DATA
2026-08-16T11:50:00,77,10,SYNTHETIC DEMO DATA
2026-08-16T11:55:00,84,5,SYNTHETIC DEMO DATA
2026-08-16T12:00:00,83,7,SYNTHETIC DEMO DATA
2026-08-16T12:05:00,81,6,SYNTHETIC DEMO DATA
2026-08-16T12:10:00,96,14,SYNTHETIC DEMO DATA
2026-08-16T12:15:00,81,5,SYNTHETIC DEMO DATA
2026-08-16T12:20:00,82,10,SYNTHETIC DEMO DATA
2026-08-16T12:25:00,108,8,SYNTHETIC DEMO DATA
2026-08-16T12:30:00,82,6,SYNTHETIC DEMO DATA
2026-08-16T12:35:00,89,10,SYNTHETIC DEMO DATA
2026-08-16T12:40:00,93,11,SYNTHETIC DEMO DATA
2026-08-16T12:45:00,108,12,SYNTHETIC DEMO DATA
2026-08-16T12:50:00,113,14,SYNTHETIC DEMO DATA
2026-08-16T12:55:00,104,11,SYNTHETIC DEMO DATA
2026-08-16T13:00:00,91,7,SYNTHETIC DEMO DATA
2026-08-16T13:05:00,102,10,SYNTHETIC DEMO DATA
2026-08-16T13:10:00,99,8,SYNTHETIC DEMO DATA
2026-08-16T13:15:00,107,12,SYNTHETIC DEMO DATA
2026-08-16T13:20:00,95,9,SYNTHETIC DEMO DATA
2026-08-16T13:25:00,89,7,SYNTHETIC DEMO DATA
2026-08-16T13:30:00,101,12,SYNTHETIC DEMO DATA
2026-08-16T13:35:00,70,7,SYNTHETIC DEMO DATA
2026-08-16T13:40:00,92,14,SYNTHETIC DEMO DATA
2026-08-16T13:45:00,85,10,SYNTHETIC DEMO DATA
2026-08-16T13:50:00,93,9,SYNTHETIC DEMO DATA
2026-08-16T13:55:00,89,13,SYNTHETIC DEMO DATA
2026-08-16T14:00:00,93,11,SYNTHETIC DEMO DATA
2026-08-16T14:05:00,88,6,SYNTHETIC DEMO DATA
2026-08-16T14:10:00,74,4,SYNTHETIC DEMO DATA
2026-08-16T14:15:00,71,7,SYNTHETIC DEMO DATA
2026-08-16T14:20:00,79,5,SYNTHETIC DEMO DATA
2026-08-16T14:25:00,84,6,SYNTHETIC DEMO DATA
2026-08-16T14:30:00,74,4,SYNTHETIC DEMO DATA
2026-08-16T14:35:00,69,10,SYNTHETIC DEMO DATA
2026-08-16T14:40:00,66,6,SYNTHETIC DEMO DATA
2026-08-16T14:45:00,76,11,SYNTHETIC DEMO DATA
2026-08-16T14:50:00,66,8,SYNTHETIC DEMO DATA
2026-08-16T14:55:00,78,6,SYNTHETIC DEMO DATA
2026-08-16T15:00:00,70,10,SYNTHETIC DEMO DATA
2026-08-16T15:05:00,55,7,SYNTHETIC DEMO DATA
2026-08-16T15:10:00,67,6,SYNTHETIC DEMO DATA
